File Name, Data Type, RAxML Model, Baliphy Model
5SrRNA063.fna,DNA,GTRGAMMAI,GTR
5SrRNA064.fna,DNA,GTRGAMMAI,GTR
5SrRNA065.fna,DNA,GTRGAMMAI,GTR
5SrRNA066.fna,DNA,GTRGAMMAI,GTR
5SrRNA067.fna,DNA,GTRGAMMAI,GTR
5SrRNA068.fna,DNA,GTRGAMMAI,GTR
5SrRNA069.fna,DNA,GTRGAMMAI,GTR
5SrRNA070.fna,DNA,GTRGAMMAI,GTR
5SrRNA071.fna,DNA,GTRGAMMAI,GTR
5SrRNA072.fna,DNA,GTRGAMMAI,GTR
5SrRNA073.fna,DNA,GTRGAMMAI,GTR
5SrRNA074.fna,DNA,GTRGAMMAI,GTR
5SrRNA075.fna,DNA,GTRGAMMAI,GTR
5SrRNA076.fna,DNA,GTRGAMMAI,GTR
5SrRNA077.fna,DNA,GTRGAMMAI,GTR
5SrRNA078.fna,DNA,GTRGAMMAI,GTR
5SrRNA079.fna,DNA,GTRGAMMAI,GTR
5SrRNA080.fna,DNA,GTRGAMMAI,GTR
5SrRNA081.fna,DNA,GTRGAMMAI,GTR
5SrRNA082.fna,DNA,GTRGAMMAI,GTR
5SrRNA083.fna,DNA,GTRGAMMAI,GTR
5SrRNA084.fna,DNA,GTRGAMMAI,GTR
5SrRNA085.fna,DNA,GTRGAMMAI,GTR
5SrRNA086.fna,DNA,GTRGAMMAI,GTR
5SrRNA087.fna,DNA,GTRGAMMAI,GTR
5SrRNA088.fna,DNA,GTRGAMMAI,GTR
5SrRNA089.fna,DNA,GTRGAMMAI,GTR
G2Intron001.fna,DNA,GTRGAMMAI,GTR
G2Intron002.fna,DNA,GTRGAMMAI,GTR
G2Intron003.fna,DNA,GTRGAMMAI,GTR
G2Intron004.fna,DNA,GTRGAMMAI,GTR
G2Intron005.fna,DNA,GTRGAMMAI,GTR
G2Intron006.fna,DNA,GTRGAMMAI,GTR
G2Intron007.fna,DNA,GTRGAMMAI,GTR
G2Intron008.fna,DNA,GTRGAMMAI,GTR
G2Intron009.fna,DNA,GTRGAMMAI,GTR
G2Intron010.fna,DNA,GTRGAMMAI,GTR
G2Intron011.fna,DNA,GTRGAMMAI,GTR
G2Intron012.fna,DNA,GTRGAMMAI,GTR
G2Intron013.fna,DNA,GTRGAMMAI,GTR
G2Intron014.fna,DNA,GTRGAMMAI,GTR
G2Intron015.fna,DNA,GTRGAMMAI,GTR
G2Intron016.fna,DNA,GTRGAMMAI,GTR
G2Intron017.fna,DNA,GTRGAMMAI,GTR
G2Intron018.fna,DNA,GTRGAMMAI,GTR
G2Intron019.fna,DNA,GTRGAMMAI,GTR
G2Intron020.fna,DNA,GTRGAMMAI,GTR
G2Intron021.fna,DNA,GTRGAMMAI,GTR
G2Intron022.fna,DNA,GTRGAMMAI,GTR
G2Intron023.fna,DNA,GTRGAMMAI,GTR
G2Intron024.fna,DNA,GTRGAMMAI,GTR
G2Intron025.fna,DNA,GTRGAMMAI,GTR
G2Intron026.fna,DNA,GTRGAMMAI,GTR
G2Intron027.fna,DNA,GTRGAMMAI,GTR
G2Intron028.fna,DNA,GTRGAMMAI,GTR
G2Intron029.fna,DNA,GTRGAMMAI,GTR
G2Intron030.fna,DNA,GTRGAMMAI,GTR
G2Intron031.fna,DNA,GTRGAMMAI,GTR
G2Intron032.fna,DNA,GTRGAMMAI,GTR
G2Intron033.fna,DNA,GTRGAMMAI,GTR
G2Intron034.fna,DNA,GTRGAMMAI,GTR
G2Intron035.fna,DNA,GTRGAMMAI,GTR
G2Intron036.fna,DNA,GTRGAMMAI,GTR
G2Intron037.fna,DNA,GTRGAMMAI,GTR
G2Intron038.fna,DNA,GTRGAMMAI,GTR
G2Intron039.fna,DNA,GTRGAMMAI,GTR
G2Intron040.fna,DNA,GTRGAMMAI,GTR
G2Intron041.fna,DNA,GTRGAMMAI,GTR
G2Intron042.fna,DNA,GTRGAMMAI,GTR
G2Intron043.fna,DNA,GTRGAMMAI,GTR
G2Intron044.fna,DNA,GTRGAMMAI,GTR
G2Intron045.fna,DNA,GTRGAMMAI,GTR
G2Intron046.fna,DNA,GTRGAMMAI,GTR
G2Intron047.fna,DNA,GTRGAMMAI,GTR
G2Intron048.fna,DNA,GTRGAMMAI,GTR
G2Intron049.fna,DNA,GTRGAMMAI,GTR
G2Intron050.fna,DNA,GTRGAMMAI,GTR
G2Intron051.fna,DNA,GTRGAMMAI,GTR
G2Intron052.fna,DNA,GTRGAMMAI,GTR
G2Intron053.fna,DNA,GTRGAMMAI,GTR
G2Intron054.fna,DNA,GTRGAMMAI,GTR
G2Intron055.fna,DNA,GTRGAMMAI,GTR
G2Intron056.fna,DNA,GTRGAMMAI,GTR
G2Intron057.fna,DNA,GTRGAMMAI,GTR
G2Intron058.fna,DNA,GTRGAMMAI,GTR
G2Intron059.fna,DNA,GTRGAMMAI,GTR
G2Intron060.fna,DNA,GTRGAMMAI,GTR
G2Intron061.fna,DNA,GTRGAMMAI,GTR
G2Intron062.fna,DNA,GTRGAMMAI,GTR
G2Intron063.fna,DNA,GTRGAMMAI,GTR
G2Intron064.fna,DNA,GTRGAMMAI,GTR
G2Intron065.fna,DNA,GTRGAMMAI,GTR
G2Intron066.fna,DNA,GTRGAMMAI,GTR
G2Intron067.fna,DNA,GTRGAMMAI,GTR
G2Intron068.fna,DNA,GTRGAMMAI,GTR
G2Intron069.fna,DNA,GTRGAMMAI,GTR
G2Intron070.fna,DNA,GTRGAMMAI,GTR
G2Intron071.fna,DNA,GTRGAMMAI,GTR
G2Intron072.fna,DNA,GTRGAMMAI,GTR
G2Intron073.fna,DNA,GTRGAMMAI,GTR
G2Intron074.fna,DNA,GTRGAMMAI,GTR
G2Intron075.fna,DNA,GTRGAMMAI,GTR
G2Intron076.fna,DNA,GTRGAMMAI,GTR
G2Intron077.fna,DNA,GTRGAMMAI,GTR
G2Intron078.fna,DNA,GTRGAMMAI,GTR
G2Intron079.fna,DNA,GTRGAMMAI,GTR
G2Intron080.fna,DNA,GTRGAMMAI,GTR
G2Intron081.fna,DNA,GTRGAMMAI,GTR
G2Intron082.fna,DNA,GTRGAMMAI,GTR
G2Intron083.fna,DNA,GTRGAMMAI,GTR
G2Intron084.fna,DNA,GTRGAMMAI,GTR
G2Intron085.fna,DNA,GTRGAMMAI,GTR
G2Intron086.fna,DNA,GTRGAMMAI,GTR
G2Intron087.fna,DNA,GTRGAMMAI,GTR
G2Intron088.fna,DNA,GTRGAMMAI,GTR
G2Intron089.fna,DNA,GTRGAMMAI,GTR
G2Intron090.fna,DNA,GTRGAMMAI,GTR
G2Intron091.fna,DNA,GTRGAMMAI,GTR
G2Intron092.fna,DNA,GTRGAMMAI,GTR
SRP001.fna,DNA,GTRGAMMAI,GTR
SRP002.fna,DNA,GTRGAMMAI,GTR
SRP003.fna,DNA,GTRGAMMAI,GTR
SRP004.fna,DNA,GTRGAMMAI,GTR
SRP005.fna,DNA,GTRGAMMAI,GTR
SRP006.fna,DNA,GTRGAMMAI,GTR
SRP007.fna,DNA,GTRGAMMAI,GTR
SRP008.fna,DNA,GTRGAMMAI,GTR
SRP009.fna,DNA,GTRGAMMAI,GTR
SRP010.fna,DNA,GTRGAMMAI,GTR
SRP011.fna,DNA,GTRGAMMAI,GTR
SRP012.fna,DNA,GTRGAMMAI,GTR
SRP013.fna,DNA,GTRGAMMAI,GTR
SRP014.fna,DNA,GTRGAMMAI,GTR
SRP015.fna,DNA,GTRGAMMAI,GTR
SRP016.fna,DNA,GTRGAMMAI,GTR
SRP017.fna,DNA,GTRGAMMAI,GTR
SRP018.fna,DNA,GTRGAMMAI,GTR
SRP019.fna,DNA,GTRGAMMAI,GTR
SRP020.fna,DNA,GTRGAMMAI,GTR
SRP021.fna,DNA,GTRGAMMAI,GTR
SRP022.fna,DNA,GTRGAMMAI,GTR
SRP023.fna,DNA,GTRGAMMAI,GTR
SRP024.fna,DNA,GTRGAMMAI,GTR
SRP025.fna,DNA,GTRGAMMAI,GTR
SRP026.fna,DNA,GTRGAMMAI,GTR
SRP027.fna,DNA,GTRGAMMAI,GTR
SRP028.fna,DNA,GTRGAMMAI,GTR
SRP029.fna,DNA,GTRGAMMAI,GTR
SRP030.fna,DNA,GTRGAMMAI,GTR
SRP031.fna,DNA,GTRGAMMAI,GTR
SRP032.fna,DNA,GTRGAMMAI,GTR
SRP033.fna,DNA,GTRGAMMAI,GTR
SRP034.fna,DNA,GTRGAMMAI,GTR
SRP035.fna,DNA,GTRGAMMAI,GTR
SRP036.fna,DNA,GTRGAMMAI,GTR
SRP037.fna,DNA,GTRGAMMAI,GTR
SRP038.fna,DNA,GTRGAMMAI,GTR
SRP039.fna,DNA,GTRGAMMAI,GTR
SRP040.fna,DNA,GTRGAMMAI,GTR
SRP041.fna,DNA,GTRGAMMAI,GTR
SRP042.fna,DNA,GTRGAMMAI,GTR
SRP043.fna,DNA,GTRGAMMAI,GTR
SRP044.fna,DNA,GTRGAMMAI,GTR
SRP045.fna,DNA,GTRGAMMAI,GTR
SRP046.fna,DNA,GTRGAMMAI,GTR
SRP047.fna,DNA,GTRGAMMAI,GTR
SRP048.fna,DNA,GTRGAMMAI,GTR
SRP049.fna,DNA,GTRGAMMAI,GTR
SRP050.fna,DNA,GTRGAMMAI,GTR
SRP051.fna,DNA,GTRGAMMAI,GTR
SRP052.fna,DNA,GTRGAMMAI,GTR
SRP053.fna,DNA,GTRGAMMAI,GTR
SRP054.fna,DNA,GTRGAMMAI,GTR
SRP055.fna,DNA,GTRGAMMAI,GTR
SRP056.fna,DNA,GTRGAMMAI,GTR
SRP057.fna,DNA,GTRGAMMAI,GTR
SRP058.fna,DNA,GTRGAMMAI,GTR
SRP059.fna,DNA,GTRGAMMAI,GTR
SRP060.fna,DNA,GTRGAMMAI,GTR
SRP061.fna,DNA,GTRGAMMAI,GTR
SRP062.fna,DNA,GTRGAMMAI,GTR
SRP063.fna,DNA,GTRGAMMAI,GTR
SRP064.fna,DNA,GTRGAMMAI,GTR
SRP065.fna,DNA,GTRGAMMAI,GTR
SRP066.fna,DNA,GTRGAMMAI,GTR
SRP067.fna,DNA,GTRGAMMAI,GTR
SRP068.fna,DNA,GTRGAMMAI,GTR
SRP069.fna,DNA,GTRGAMMAI,GTR
SRP070.fna,DNA,GTRGAMMAI,GTR
SRP071.fna,DNA,GTRGAMMAI,GTR
SRP072.fna,DNA,GTRGAMMAI,GTR
SRP073.fna,DNA,GTRGAMMAI,GTR
SRP074.fna,DNA,GTRGAMMAI,GTR
SRP075.fna,DNA,GTRGAMMAI,GTR
SRP076.fna,DNA,GTRGAMMAI,GTR
SRP077.fna,DNA,GTRGAMMAI,GTR
SRP078.fna,DNA,GTRGAMMAI,GTR
SRP079.fna,DNA,GTRGAMMAI,GTR
SRP080.fna,DNA,GTRGAMMAI,GTR
SRP081.fna,DNA,GTRGAMMAI,GTR
SRP082.fna,DNA,GTRGAMMAI,GTR
SRP083.fna,DNA,GTRGAMMAI,GTR
SRP084.fna,DNA,GTRGAMMAI,GTR
SRP085.fna,DNA,GTRGAMMAI,GTR
SRP086.fna,DNA,GTRGAMMAI,GTR
SRP087.fna,DNA,GTRGAMMAI,GTR
SRP088.fna,DNA,GTRGAMMAI,GTR
SRP089.fna,DNA,GTRGAMMAI,GTR
SRP090.fna,DNA,GTRGAMMAI,GTR
SRP091.fna,DNA,GTRGAMMAI,GTR
SRP092.fna,DNA,GTRGAMMAI,GTR
SRP093.fna,DNA,GTRGAMMAI,GTR
U5001.fna,DNA,GTRGAMMAI,GTR
U5002.fna,DNA,GTRGAMMAI,GTR
U5003.fna,DNA,GTRGAMMAI,GTR
U5004.fna,DNA,GTRGAMMAI,GTR
U5005.fna,DNA,GTRGAMMAI,GTR
U5006.fna,DNA,GTRGAMMAI,GTR
U5007.fna,DNA,GTRGAMMAI,GTR
U5008.fna,DNA,GTRGAMMAI,GTR
U5009.fna,DNA,GTRGAMMAI,GTR
U5010.fna,DNA,GTRGAMMAI,GTR
U5011.fna,DNA,GTRGAMMAI,GTR
U5012.fna,DNA,GTRGAMMAI,GTR
U5013.fna,DNA,GTRGAMMAI,GTR
U5014.fna,DNA,GTRGAMMAI,GTR
U5015.fna,DNA,GTRGAMMAI,GTR
U5016.fna,DNA,GTRGAMMAI,GTR
U5017.fna,DNA,GTRGAMMAI,GTR
U5018.fna,DNA,GTRGAMMAI,GTR
U5019.fna,DNA,GTRGAMMAI,GTR
U5020.fna,DNA,GTRGAMMAI,GTR
U5021.fna,DNA,GTRGAMMAI,GTR
U5022.fna,DNA,GTRGAMMAI,GTR
U5023.fna,DNA,GTRGAMMAI,GTR
U5024.fna,DNA,GTRGAMMAI,GTR
U5025.fna,DNA,GTRGAMMAI,GTR
U5026.fna,DNA,GTRGAMMAI,GTR
U5027.fna,DNA,GTRGAMMAI,GTR
U5028.fna,DNA,GTRGAMMAI,GTR
U5029.fna,DNA,GTRGAMMAI,GTR
U5030.fna,DNA,GTRGAMMAI,GTR
U5031.fna,DNA,GTRGAMMAI,GTR
U5032.fna,DNA,GTRGAMMAI,GTR
U5033.fna,DNA,GTRGAMMAI,GTR
U5034.fna,DNA,GTRGAMMAI,GTR
U5035.fna,DNA,GTRGAMMAI,GTR
U5036.fna,DNA,GTRGAMMAI,GTR
U5037.fna,DNA,GTRGAMMAI,GTR
U5038.fna,DNA,GTRGAMMAI,GTR
U5039.fna,DNA,GTRGAMMAI,GTR
U5040.fna,DNA,GTRGAMMAI,GTR
U5041.fna,DNA,GTRGAMMAI,GTR
U5042.fna,DNA,GTRGAMMAI,GTR
U5043.fna,DNA,GTRGAMMAI,GTR
U5044.fna,DNA,GTRGAMMAI,GTR
U5045.fna,DNA,GTRGAMMAI,GTR
U5046.fna,DNA,GTRGAMMAI,GTR
U5047.fna,DNA,GTRGAMMAI,GTR
U5048.fna,DNA,GTRGAMMAI,GTR
U5049.fna,DNA,GTRGAMMAI,GTR
U5050.fna,DNA,GTRGAMMAI,GTR
U5051.fna,DNA,GTRGAMMAI,GTR
U5052.fna,DNA,GTRGAMMAI,GTR
U5053.fna,DNA,GTRGAMMAI,GTR
U5054.fna,DNA,GTRGAMMAI,GTR
U5055.fna,DNA,GTRGAMMAI,GTR
U5056.fna,DNA,GTRGAMMAI,GTR
U5057.fna,DNA,GTRGAMMAI,GTR
U5058.fna,DNA,GTRGAMMAI,GTR
U5059.fna,DNA,GTRGAMMAI,GTR
U5060.fna,DNA,GTRGAMMAI,GTR
U5061.fna,DNA,GTRGAMMAI,GTR
U5062.fna,DNA,GTRGAMMAI,GTR
U5063.fna,DNA,GTRGAMMAI,GTR
U5064.fna,DNA,GTRGAMMAI,GTR
U5065.fna,DNA,GTRGAMMAI,GTR
U5066.fna,DNA,GTRGAMMAI,GTR
U5067.fna,DNA,GTRGAMMAI,GTR
U5068.fna,DNA,GTRGAMMAI,GTR
U5069.fna,DNA,GTRGAMMAI,GTR
U5070.fna,DNA,GTRGAMMAI,GTR
U5071.fna,DNA,GTRGAMMAI,GTR
U5072.fna,DNA,GTRGAMMAI,GTR
U5073.fna,DNA,GTRGAMMAI,GTR
U5074.fna,DNA,GTRGAMMAI,GTR
U5075.fna,DNA,GTRGAMMAI,GTR
U5076.fna,DNA,GTRGAMMAI,GTR
U5077.fna,DNA,GTRGAMMAI,GTR
U5078.fna,DNA,GTRGAMMAI,GTR
U5079.fna,DNA,GTRGAMMAI,GTR
U5080.fna,DNA,GTRGAMMAI,GTR
U5081.fna,DNA,GTRGAMMAI,GTR
U5082.fna,DNA,GTRGAMMAI,GTR
U5083.fna,DNA,GTRGAMMAI,GTR
U5084.fna,DNA,GTRGAMMAI,GTR
U5085.fna,DNA,GTRGAMMAI,GTR
U5086.fna,DNA,GTRGAMMAI,GTR
U5087.fna,DNA,GTRGAMMAI,GTR
U5088.fna,DNA,GTRGAMMAI,GTR
U5089.fna,DNA,GTRGAMMAI,GTR
U5090.fna,DNA,GTRGAMMAI,GTR
U5091.fna,DNA,GTRGAMMAI,GTR
U5092.fna,DNA,GTRGAMMAI,GTR
U5093.fna,DNA,GTRGAMMAI,GTR
U5094.fna,DNA,GTRGAMMAI,GTR
U5095.fna,DNA,GTRGAMMAI,GTR
U5096.fna,DNA,GTRGAMMAI,GTR
U5097.fna,DNA,GTRGAMMAI,GTR
U5098.fna,DNA,GTRGAMMAI,GTR
U5099.fna,DNA,GTRGAMMAI,GTR
U5100.fna,DNA,GTRGAMMAI,GTR
U5101.fna,DNA,GTRGAMMAI,GTR
U5102.fna,DNA,GTRGAMMAI,GTR
U5103.fna,DNA,GTRGAMMAI,GTR
U5104.fna,DNA,GTRGAMMAI,GTR
U5105.fna,DNA,GTRGAMMAI,GTR
U5106.fna,DNA,GTRGAMMAI,GTR
U5107.fna,DNA,GTRGAMMAI,GTR
U5108.fna,DNA,GTRGAMMAI,GTR
U5109.fna,DNA,GTRGAMMAI,GTR
tRNA001.fna,DNA,GTRGAMMAI,GTR
tRNA002.fna,DNA,GTRGAMMAI,GTR
tRNA003.fna,DNA,GTRGAMMAI,GTR
tRNA004.fna,DNA,GTRGAMMAI,GTR
tRNA005.fna,DNA,GTRGAMMAI,GTR
tRNA006.fna,DNA,GTRGAMMAI,GTR
tRNA007.fna,DNA,GTRGAMMAI,GTR
tRNA008.fna,DNA,GTRGAMMAI,GTR
tRNA009.fna,DNA,GTRGAMMAI,GTR
tRNA010.fna,DNA,GTRGAMMAI,GTR
tRNA011.fna,DNA,GTRGAMMAI,GTR
tRNA012.fna,DNA,GTRGAMMAI,GTR
tRNA013.fna,DNA,GTRGAMMAI,GTR
tRNA014.fna,DNA,GTRGAMMAI,GTR
tRNA015.fna,DNA,GTRGAMMAI,GTR
tRNA016.fna,DNA,GTRGAMMAI,GTR
tRNA017.fna,DNA,GTRGAMMAI,GTR
tRNA018.fna,DNA,GTRGAMMAI,GTR
tRNA019.fna,DNA,GTRGAMMAI,GTR
tRNA020.fna,DNA,GTRGAMMAI,GTR
tRNA021.fna,DNA,GTRGAMMAI,GTR
tRNA022.fna,DNA,GTRGAMMAI,GTR
tRNA023.fna,DNA,GTRGAMMAI,GTR
tRNA024.fna,DNA,GTRGAMMAI,GTR
tRNA025.fna,DNA,GTRGAMMAI,GTR
tRNA026.fna,DNA,GTRGAMMAI,GTR
tRNA027.fna,DNA,GTRGAMMAI,GTR
tRNA028.fna,DNA,GTRGAMMAI,GTR
tRNA029.fna,DNA,GTRGAMMAI,GTR
tRNA030.fna,DNA,GTRGAMMAI,GTR
tRNA031.fna,DNA,GTRGAMMAI,GTR
tRNA032.fna,DNA,GTRGAMMAI,GTR
tRNA033.fna,DNA,GTRGAMMAI,GTR
tRNA034.fna,DNA,GTRGAMMAI,GTR
tRNA035.fna,DNA,GTRGAMMAI,GTR
tRNA036.fna,DNA,GTRGAMMAI,GTR
tRNA037.fna,DNA,GTRGAMMAI,GTR
tRNA038.fna,DNA,GTRGAMMAI,GTR
tRNA039.fna,DNA,GTRGAMMAI,GTR
tRNA040.fna,DNA,GTRGAMMAI,GTR
tRNA041.fna,DNA,GTRGAMMAI,GTR
tRNA042.fna,DNA,GTRGAMMAI,GTR
tRNA043.fna,DNA,GTRGAMMAI,GTR
tRNA044.fna,DNA,GTRGAMMAI,GTR
tRNA045.fna,DNA,GTRGAMMAI,GTR
tRNA046.fna,DNA,GTRGAMMAI,GTR
tRNA047.fna,DNA,GTRGAMMAI,GTR
tRNA048.fna,DNA,GTRGAMMAI,GTR
tRNA049.fna,DNA,GTRGAMMAI,GTR
tRNA050.fna,DNA,GTRGAMMAI,GTR
tRNA051.fna,DNA,GTRGAMMAI,GTR
tRNA052.fna,DNA,GTRGAMMAI,GTR
tRNA053.fna,DNA,GTRGAMMAI,GTR
tRNA054.fna,DNA,GTRGAMMAI,GTR
tRNA055.fna,DNA,GTRGAMMAI,GTR
tRNA056.fna,DNA,GTRGAMMAI,GTR
tRNA057.fna,DNA,GTRGAMMAI,GTR
tRNA058.fna,DNA,GTRGAMMAI,GTR
tRNA059.fna,DNA,GTRGAMMAI,GTR
tRNA060.fna,DNA,GTRGAMMAI,GTR
tRNA061.fna,DNA,GTRGAMMAI,GTR
tRNA062.fna,DNA,GTRGAMMAI,GTR
tRNA063.fna,DNA,GTRGAMMAI,GTR
tRNA064.fna,DNA,GTRGAMMAI,GTR
tRNA065.fna,DNA,GTRGAMMAI,GTR
tRNA066.fna,DNA,GTRGAMMAI,GTR
tRNA067.fna,DNA,GTRGAMMAI,GTR
tRNA068.fna,DNA,GTRGAMMAI,GTR
tRNA069.fna,DNA,GTRGAMMAI,GTR
tRNA070.fna,DNA,GTRGAMMAI,GTR
tRNA071.fna,DNA,GTRGAMMAI,GTR
tRNA072.fna,DNA,GTRGAMMAI,GTR
tRNA073.fna,DNA,GTRGAMMAI,GTR
tRNA074.fna,DNA,GTRGAMMAI,GTR
tRNA075.fna,DNA,GTRGAMMAI,GTR
tRNA076.fna,DNA,GTRGAMMAI,GTR
tRNA077.fna,DNA,GTRGAMMAI,GTR
tRNA078.fna,DNA,GTRGAMMAI,GTR
tRNA079.fna,DNA,GTRGAMMAI,GTR
tRNA080.fna,DNA,GTRGAMMAI,GTR
tRNA081.fna,DNA,GTRGAMMAI,GTR
tRNA082.fna,DNA,GTRGAMMAI,GTR
tRNA083.fna,DNA,GTRGAMMAI,GTR
tRNA084.fna,DNA,GTRGAMMAI,GTR
tRNA085.fna,DNA,GTRGAMMAI,GTR
tRNA086.fna,DNA,GTRGAMMAI,GTR
tRNA087.fna,DNA,GTRGAMMAI,GTR
tRNA088.fna,DNA,GTRGAMMAI,GTR
tRNA089.fna,DNA,GTRGAMMAI,GTR
tRNA090.fna,DNA,GTRGAMMAI,GTR
tRNA091.fna,DNA,GTRGAMMAI,GTR
tRNA092.fna,DNA,GTRGAMMAI,GTR
tRNA093.fna,DNA,GTRGAMMAI,GTR
tRNA094.fna,DNA,GTRGAMMAI,GTR
tRNA095.fna,DNA,GTRGAMMAI,GTR
tRNA096.fna,DNA,GTRGAMMAI,GTR
tRNA097.fna,DNA,GTRGAMMAI,GTR
tRNA098.fna,DNA,GTRGAMMAI,GTR
