Statistics,AL00047241-Small,AL10051306,AL10063562,AL00050685,AL10050875,AL00056276,AL00052787,AL10052799,AL00052441,AL10089447-Small,AL00051735,AL00057282,AL00055186,AL00054403,AL00050155,AL00050715,AL00102031,AL00048098,AL00053377,AL00089447,AL10048599,AL00052799,AL10063763,AL10053473,AL00055594,AL10051350,AL00053335,AL00052150,AL00050692,AL10050412,AL00050815-Small,AL00052086,AL10089447,AL20089447,AL00050847,AL00101215,AL10052799-Small,AL00088995,AL10054593-Small,AL00051366,AL00089048,AL00050684,AL00047241,AL10050815,AL00049879,AL00054407,AL10047861,AL00100897,AL00053614,AL00051934,AL00069394,AL00050465,AL10057468,AL00050799,AL00050021,AL10063410,AL10051350-Small,AL00054097,AL00051931,AL00069572,AL00063763,AL00057468,AL00082614,AL00051412,AL10053335-Small,AL00055593,AL00063492,AL00074653,AL10050021,AL00064294,AL00050876,AL00063410,AL00051366-Small,AL00047861,AL00051984,AL00052141,AL10053473-Small,AL00088696,AL00053701,AL00069381,AL00089800,AL00109622,AL10050155-Small,AL00068994,AL00053697,AL10109622,AL00051971,AL00103575,AL10056276,AL00050815,AL10050712,AL10050335,AL10054446,AL00051395,AL10054592,AL00089623,AL00051352,AL10050815-Small,AL00063412,AL10054814,AL00049599,AL00051913,AL00057413,AL10074933,AL00051713,AL00054253,AL00051904,AL00069117,AL00054814,AL10053335,AL00050155-Small,AL00050464,AL10051735-Small,AL00053354,AL00047305,AL10051367,AL00056022,AL00055637,AL00052317,AL00050475,AL10101215,AL00050847-Small,AL10057491,AL00055723,AL10050464,AL10069117,AL00055464,AL00051392,AL00100877,AL00054790,AL10054593,AL00051906,AL00051395-Small,AL00053473,AL10050155,AL00050331,AL00052113,AL00051306,AL10054592-Small,AL00052821,AL00057492,AL10050412-Small
Estimated Length,147.0,166.0,60.0,214.0,177.0,306.0,161.0,26.0,144.0,20.0,1163.0,32.0,163.0,113.0,164.0,106.0,137.0,131.0,297.0,45.0,201.0,370.0,78.0,32.0,84.0,68.0,402.0,457.0,187.0,90.0,160.0,150.0,20.0,122.0,147.0,90.0,27.0,41.0,617.0,487.0,76.0,362.0,178.0,158.0,420.0,112.0,71.0,48.0,390.0,409.0,258.0,117.0,40.0,252.0,245.0,209.0,46.0,99.0,491.0,214.0,75.0,58.0,83.0,505.0,57.0,97.0,104.0,69.0,46.0,150.0,126.0,221.0,458.0,78.0,87.0,213.0,32.0,155.0,492.0,753.0,153.0,157.0,112.0,125.0,215.0,62.0,423.0,67.0,117.0,204.0,43.0,162.0,74.0,691.0,212.0,145.0,264.0,150.0,215.0,22.0,153.0,590.0,82.0,111.0,370.0,88.0,884.0,71.0,91.0,73.0,105.0,129.0,79.0,218.0,159.0,210.0,185.0,82.0,802.0,193.0,180.0,139.0,37.0,457.0,164.0,166.0,224.0,205.0,472.0,88.0,645.0,406.0,558.0,669.0,195.0,64.0,97.0,296.0,164.0,164.0,46.0,92.0
Maximum Ungapped Length,144.0,165.0,60.0,191.0,129.0,280.0,153.0,26.0,126.0,20.0,255.0,32.0,159.0,97.0,93.0,101.0,127.0,117.0,281.0,44.0,119.0,226.0,71.0,32.0,84.0,45.0,250.0,448.0,142.0,62.0,147.0,149.0,20.0,110.0,135.0,89.0,26.0,41.0,350.0,299.0,76.0,185.0,144.0,119.0,206.0,107.0,71.0,48.0,337.0,302.0,235.0,104.0,33.0,173.0,155.0,160.0,45.0,98.0,468.0,204.0,73.0,51.0,76.0,472.0,50.0,97.0,104.0,69.0,45.0,145.0,119.0,193.0,299.0,77.0,87.0,191.0,32.0,136.0,484.0,428.0,149.0,155.0,93.0,125.0,167.0,60.0,303.0,63.0,116.0,147.0,43.0,137.0,74.0,335.0,92.0,145.0,253.0,119.0,193.0,22.0,151.0,360.0,81.0,96.0,366.0,88.0,299.0,70.0,86.0,50.0,93.0,104.0,69.0,204.0,145.0,154.0,185.0,79.0,255.0,158.0,178.0,135.0,34.0,180.0,102.0,164.0,166.0,205.0,243.0,88.0,350.0,225.0,335.0,366.0,93.0,64.0,90.0,222.0,92.0,125.0,46.0,62.0
Sequence Length Heterogeneity,0.0688170016896,1.34102718446,0.152507618277,0.271207638478,0.110341115921,0.111641298133,0.142749867157,0.0157856011585,0.126146246741,0.0,0.345332632711,0.0183285799743,0.0259067428483,0.114388708133,0.0560347322844,0.0714285714286,0.0139681516739,0.0205951790499,0.075417109506,0.0661437827766,0.19133313259,0.141421926379,0.0979664128145,0.00286468280321,0.0,0.0592557157962,0.188423377013,0.343853028363,0.221203182751,0.208538172695,0.0428145556516,0.178453719568,0.0,0.120983844746,0.0215645487294,0.0280898876404,0.0172005229038,0.0,0.172177976705,0.107666613371,0.0,0.270511947043,0.0370185597589,0.0505691087237,0.338455642865,0.117180944039,0.0467297920966,0.0450051437389,0.0816495231461,0.080223503263,0.0540988149946,0.0779759380423,0.0359305620747,0.360571590374,0.133166257766,0.141120222239,0.101278918578,0.0115703410105,0.250946305383,0.0244592445813,0.125092558324,0.0631811819517,0.0352766841475,0.146784389009,0.12992780096,0.0584945017752,0.15656930603,0.0798924278865,0.215349259352,0.0234328931461,0.00814831581069,0.143500751892,0.150208590648,0.0144137515133,0.0,0.0839186935906,0.00736569563736,0.435104921973,0.0481907121133,0.207580242632,0.031460626752,0.0521477662494,0.0668827666391,0.0,0.125570128386,0.0254237288136,0.289963498625,0.166666666667,0.0461574358827,0.0386557279387,0.0377852033776,0.0844432381781,0.118628301042,0.121446621461,0.170543591959,0.00807482893972,0.0355522343441,0.0539291857441,0.0890729939548,0.0,0.0938512566285,0.123028896216,0.0793120233334,0.0335119795208,0.0535758375611,0.0303218716521,0.419534103076,0.0271810025183,0.119238424864,0.0876671082321,0.0780344808179,0.124709221779,0.296667377273,0.0293873196326,0.0767709361251,0.118214912303,0.0,0.0697470123853,0.151299270192,0.0973267835996,0.0324354083814,0.0264110704603,0.149666295471,0.122272061064,0.0964554211567,0.0886285451032,0.300658669222,0.0204113731532,0.147046634422,0.124247165619,0.172076634182,0.221967410333,0.128385624364,0.23911700729,0.0588996217641,0.0163935803014,0.0858301617396,0.733316591137,0.186328947382,0.0843326280554,0.0111111111111,0.250140252465
Gappiness Percentage,0.0810810810811,0.553892215569,0.116666666667,0.252427184466,0.310379241517,0.136865342163,0.157407407407,0.0079185520362,0.245532245532,0.0,0.453262786596,0.015625,0.0411522633745,0.214387464387,0.222423510467,0.224789915966,0.0157480314961,0.0935390549662,0.0771055753262,0.1,0.30612244898,0.392453951277,0.379464285714,0.000262605042017,0.0,0.406390977444,0.378104575163,0.43018018018,0.379467186485,0.40435413643,0.174319727891,0.172185430464,0.0,0.20218579235,0.0965794768612,0.025,0.00961538461538,0.0,0.425114155251,0.395567698846,0.0,0.595614035088,0.0892543859649,0.199650174913,0.479344729345,0.137755102041,0.0826666666667,0.0277777777778,0.208646616541,0.19823434992,0.117006802721,0.193732193732,0.161375661376,0.393243243243,0.376518218623,0.223011363636,0.252380952381,0.015873015873,0.221294363257,0.0758293838863,0.142222222222,0.212121212121,0.0864197530864,0.151024590164,0.310588235294,0.205026455026,0.162087912088,0.0772946859903,0.285185185185,0.0325342465753,0.058,0.227184466019,0.360557138335,0.025641025641,0.0224719101124,0.260465116279,0.00173611111111,0.36047979798,0.0810916179337,0.249466950959,0.0526315789474,0.0424628450106,0.182700794351,0.0,0.410106382979,0.0368852459016,0.335244335244,0.181818181818,0.127952755906,0.186731195806,0.046511627907,0.114285714286,0.211764705882,0.423857142857,0.515576962492,0.00919540229885,0.0799663299663,0.182336182336,0.179915048544,0.0,0.0690789473684,0.27059712774,0.0923694779116,0.189380530973,0.0460704607046,0.0295454545455,0.459677419355,0.0238095238095,0.249140893471,0.317666666667,0.135738831615,0.27145581691,0.498095238095,0.0846511627907,0.103277674706,0.292485549133,0.0,0.0569620253165,0.477409326425,0.332535885167,0.0296296296296,0.0688405797101,0.325,0.189054726368,0.307926829268,0.0776470588235,0.402661064426,0.0227642276423,0.336724647194,0.231741573034,0.420009784736,0.315471698113,0.414837398374,0.471851225697,0.275524002705,0.0208333333333,0.181818181818,0.465065502183,0.49885583524,0.292695473251,0.0163043478261,0.370967741935
Average Gap Length,3.5294117647099994,30.8333333333,14.0,12.2352941176,7.06818181818,5.39130434783,5.27586206897,1.0,5.09677419355,0.0,19.3962264151,1.0,2.5,5.18965517241,6.77914110429,7.13333333333,1.5,2.93939393939,6.5,2.25,22.5,8.15432098765,10.2,1.0,0.0,11.5,15.6351351351,23.2926829268,11.2307692308,13.5242718447,3.7962962963,5.51515151515,0.0,7.4,1.66956521739,2.25,1.0,0.0,10.64,10.651226158,0.0,34.8205128205,3.73394495413,4.41436464088,17.4051724138,3.27272727273,3.1,2.66666666667,4.91150442478,8.66666666667,4.64864864865,7.55555555556,1.5641025641,14.55,8.01724137931,6.40816326531,7.95,1.22222222222,28.9090909091,5.05263157895,3.55555555556,3.125,2.625,8.56976744186,7.76470588235,10.3333333333,8.42857142857,5.33333333333,15.4,3.16666666667,2.41666666667,5.70731707317,10.7452830189,1.09090909091,1.0,7.85964912281,1.0,11.1960784314,5.94285714286,18.72,2.28571428571,2.22222222222,5.30769230769,0.0,11.4222222222,1.8,18.0588235294,3.27272727273,3.61111111111,3.89075630252,2.0,3.69230769231,7.71428571429,16.081300813,15.48,1.0,3.14049586777,4.05063291139,4.39259259259,0.0,2.625,15.0420168067,2.3,4.65217391304,5.66666666667,1.44444444444,26.71875,2.0,8.05555555556,7.68548387097,4.64705882353,6.88709677419,19.3703703704,3.37037037037,4.51351351351,10.7659574468,0.0,9.0,12.7617728532,8.77894736842,2.66666666667,1.85365853659,7.15,7.6,6.93893129771,3.14285714286,11.7346938776,1.55555555556,9.58878504673,5.68965517241,10.5337423313,13.0625,17.1512605042,18.9863945578,6.93617021277,1.14285714286,3.6,23.6666666667,15.7971014493,6.1847826087,1.0,12.5454545455
Median Gap Length,1.0,5.0,14.0,4.0,4.0,3.0,3.0,1.0,3.0,0.0,9.0,1.0,2.0,2.0,6.0,4.0,1.5,2.0,7.5,2.5,21.0,4.0,11.0,1.0,0.0,12.0,4.0,15.0,8.0,10.0,2.0,5.0,0.0,3.0,1.0,1.0,1.0,0.0,7.0,6.0,0.0,38.0,2.0,3.0,13.0,1.0,3.5,2.0,3.0,5.0,3.0,6.0,1.0,14.0,7.0,3.0,11.0,1.0,3.0,4.0,2.0,3.0,3.0,2.0,4.0,12.0,6.0,4.0,14.0,3.0,2.0,3.0,7.0,1.0,1.0,4.0,1.0,3.0,4.0,6.0,1.5,1.0,5.0,0.0,9.0,1.0,5.0,2.0,4.0,2.0,2.0,3.0,11.0,9.0,9.0,1.0,3.0,2.0,2.0,0.0,2.0,7.0,1.5,3.0,3.0,1.0,7.5,1.0,8.0,4.0,4.0,4.0,33.0,2.0,3.0,11.0,0.0,9.0,8.0,2.0,1.0,1.0,8.0,7.0,8.0,1.0,8.0,1.0,4.0,3.0,7.0,7.5,11.0,6.0,6.0,1.0,2.0,4.0,15.0,5.0,1.0,9.5
1-SPFP(masked),0.577367205543,0.444444444444,0.613793103448,0.34191702432,0.173103448276,0.409221902017,0.362405200433,0.975584307179,0.409375,1.0,0.950892857143,0.919786096257,0.744444444444,0.477900084674,0.778732867727,0.170542635659,0.502840909091,0.739365339899,0.705882352941,0.834782608696,0.595419847328,0.255576782604,0.248923341947,0.811350499212,0.952380952381,0.776749554232,0.28717713587,0.130936227951,0.417684054754,0.495423261419,0.345697329377,0.299539170507,1.0,0.467479674797,0.888321995465,0.75,0.819085487078,0.926829268293,0.457341141869,0.358163482924,1.0,0.266978081207,0.660371511384,0.323928390719,0.211536876803,0.646426652337,0.51951951952,0.696480938416,0.594519597641,0.715375810759,0.908123791103,0.674502122103,0.760382333553,0.496641643619,0.579147043433,0.348165965123,0.722883373002,0.68049382716,0.889484978541,0.883461270063,0.886363636364,0.8096,0.658653846154,0.622262226223,0.609906414061,0.632653061224,0.835705812574,0.491428571429,0.752941176471,0.980652962515,0.827485380117,0.231275227986,0.218991596639,0.749330954505,0.655172413793,0.372251705838,0.801393728223,0.215590429637,0.696982947092,0.44369063772,0.726946107784,0.401847575058,0.716651119403,0.984,0.320064768587,0.53216374269,0.31314859163,0.445255474453,0.348982785603,0.460595547846,0.568067226891,0.595808383234,0.333333333333,0.332187136769,0.483445975381,0.990675990676,0.712959903062,0.314636616865,0.299465240642,1.0,0.464330413016,0.260855311088,0.650943396226,0.612048192771,0.804347826087,0.869304556355,0.911764705882,0.583084577114,0.478038815117,0.643574279535,0.765209940017,0.392537565423,0.788842231554,0.817021276596,0.311544227886,0.666253614209,0.643243243243,0.853717026379,0.30580548899,0.416566914053,0.78431372549,0.869577544656,0.56,0.871794871795,0.423199840208,0.643239625167,0.146997929607,0.801011804384,0.305711086226,0.789532293987,0.479834446479,0.406679764244,0.189803685897,0.305092557032,0.748922447531,0.786021505376,0.398738872404,0.775700934579,0.446348380997,0.454353083434,0.911111111111,0.316501821968
1-SPFN(masked),0.707547169811,0.537037037037,0.89898989899,0.57729468599,0.398412698413,0.584362139918,0.53734939759,1.0,0.769764957265,1.0,0.130036630037,0.955555555556,0.893333333333,0.657808857809,0.955892952994,0.282051282051,0.830985915493,0.903325534759,0.903225806452,0.941176470588,0.41935483871,0.587775408671,0.474548440066,0.998060762767,1.0,0.898984162534,0.588106416275,0.240049751244,0.723439702678,0.674544077743,0.561784207354,0.410212277682,1.0,0.525114155251,0.981829573935,0.948529411765,0.824,1.0,0.613815789474,0.592794291909,1.0,0.55221107395,0.785643027543,0.752575011196,0.356973995272,0.818367346939,0.640740740741,0.989583333333,0.766376033982,0.871080139373,0.953299492386,0.940801457195,0.878857142857,0.712585034014,0.69215134459,0.537105751391,0.834379905808,0.964985994398,0.969590643275,0.959090909091,0.928571428571,0.937037037037,0.761111111111,0.952249770432,0.893048128342,0.805194805195,0.945003353454,0.597222222222,0.969696969697,0.986618004866,0.898412698413,0.552007136485,0.320304818092,1.0,0.721518987342,0.597808441558,0.982905982906,0.380909090909,0.856989247312,0.311428571429,0.872126436782,0.504347826087,0.931212121212,1.0,0.617708333333,0.572327044025,0.624090909091,0.535087719298,0.546568627451,0.745089480576,0.704166666667,0.818930041152,0.5,0.615101784593,0.779714945298,0.990675990676,0.876731348844,0.724067599068,0.648148148148,1.0,0.718992248062,0.682,0.754098360656,0.736231884058,0.910514541387,0.90625,0.306172839506,0.737106918239,0.528813559322,0.939958911145,0.944973544974,0.620993589744,0.927689594356,0.914285714286,0.466442199776,0.907454289733,1.0,0.988888888889,0.715714285714,0.693779904306,0.980392156863,0.960839598997,0.763636363636,0.103975535168,0.667533081285,0.781300813008,0.265172735761,0.94246031746,0.503557312253,0.888471177945,0.647713032581,0.435789473684,0.356873822976,0.565811965812,0.938052287582,0.886060606061,0.663580246914,0.584507042254,0.736257309942,0.690082644628,0.97619047619,0.400527009223
TC(masked),0.5660377358490566,0.111111111111,0.848484848485,0.405797101449,0.309523809524,0.382716049383,0.0843373493976,1.0,0.423076923077,1.0,0.0897435897436,0.933333333333,0.84,0.363636363636,0.603174603175,0.153846153846,0.746478873239,0.693181818182,0.870967741935,0.882352941176,0.41935483871,0.0149253731343,0.241379310345,0.884615384615,1.0,0.321428571429,0.239436619718,0.0671641791045,0.411764705882,0.0,0.227848101266,0.0,1.0,0.315068493151,0.815789473684,0.897058823529,0.56,1.0,0.157894736842,0.0884955752212,1.0,0.230769230769,0.462264150943,0.25,0.0212765957447,0.571428571429,0.12962962963,0.96875,0.488262910798,0.643902439024,0.868020304569,0.852459016393,0.56,0.365079365079,0.19512195122,0.272727272727,0.642857142857,0.926470588235,0.954385964912,0.903409090909,0.910714285714,0.527777777778,0.666666666667,0.892561983471,0.636363636364,0.318181818182,0.845070422535,0.395833333333,0.909090909091,0.978102189781,0.809523809524,0.152542372881,0.0,1.0,0.582278481013,0.352272727273,0.846153846154,0.0,0.64247311828,0.0,0.758620689655,0.260869565217,0.733333333333,1.0,0.234375,0.358490566038,0.3125,0.447368421053,0.264705882353,0.126582278481,0.3125,0.728395061728,0.45,0.262711864407,0.0,0.986013986014,0.450777202073,0.272727272727,0.111111111111,1.0,0.453488372093,0.32,0.704918032787,0.36231884058,0.865771812081,0.8125,0.271604938272,0.264150943396,0.135593220339,0.545454545455,0.873015873016,0.25,0.555555555556,0.809523809524,0.222222222222,0.569620253165,1.0,0.983333333333,0.047619047619,0.368421052632,0.970588235294,0.885964912281,0.529411764706,0.0642201834862,0.304347826087,0.463414634146,0.117647058824,0.916666666667,0.0869565217391,0.701754385965,0.217105263158,0.0736842105263,0.0338983050847,0.188888888889,0.483333333333,0.672727272727,0.444444444444,0.169014084507,0.133333333333,0.242424242424,0.952380952381,0.0
Compression(masked),0.9932432432432432,0.994011976048,1.0,1.03883495146,1.05988023952,1.01324503311,0.993827160494,1.0,1.00699300699,1.0,3.58950617284,1.0,1.00617283951,1.0462962963,1.51851851852,0.890756302521,1.07874015748,1.0737704918,1.05693950178,1.0,1.36734693878,1.2091503268,0.8125,1.0,1.0,1.21428571429,1.3137254902,0.823423423423,1.09356725146,1.38461538462,0.952380952381,0.993377483444,1.0,1.0,1.03521126761,1.0,1.03846153846,1.0,1.40867579909,1.3306010929,1.0,1.2701754386,1.17105263158,1.14492753623,1.79487179487,1.0,0.946666666667,1.0,1.02631578947,1.14887640449,1.05306122449,1.0,1.11111111111,1.36216216216,1.28947368421,1.1875,1.02222222222,1.0,1.02505219207,1.01421800948,1.0,1.05454545455,1.02469135802,1.03483606557,1.14,0.898148148148,1.0,1.0,1.02222222222,1.02739726027,1.008,1.07281553398,1.30484330484,1.0,0.977528089888,0.990697674419,1.0,1.07638888889,0.959064327485,1.60554371002,1.00657894737,1.0,1.08737864078,1.0,0.914893617021,1.01639344262,1.27027027027,1.01515151515,0.92125984252,1.19298245614,1.0,1.15714285714,0.870588235294,1.382,1.78151260504,1.0,1.0,1.11111111111,1.04368932039,1.0,1.00657894737,1.33786848073,0.987951807229,0.982300884956,1.0027100271,1.0,2.37634408602,1.01428571429,0.938144329897,1.46,1.0824742268,1.06611570248,1.12857142857,1.01395348837,1.08163265306,1.21387283237,1.0,1.03797468354,2.07772020725,0.923444976077,1.0,1.00724637681,0.925,2.2736318408,1.33333333333,0.976470588235,1.09803921569,1.0,1.70397111913,0.988764044944,1.47260273973,1.5320754717,1.13414634146,1.47032967033,1.68103448276,1.0,0.979797979798,1.29257641921,1.42608695652,1.01234567901,1.0,1.48387096774
Average Terminal Gap length,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.166666666667,0.0,0.0,0.0,0.0454545454545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
