File Name, Data Type, RAxML Model, Baliphy Model
BALBS184.faa,Amino-Acids,WAG,WAG
BALBS185.faa,Amino-Acids,JTTF,JTT
BALBS186.faa,Amino-Acids,RTREV,LG
BALBS187.faa,Amino-Acids,LGF,LG
BALBS188.faa,Amino-Acids,LGF,LG
BALBS189.faa,Amino-Acids,BLOSUM62F,WAG
BALBS190.faa,Amino-Acids,LG,LG
BALBS191.faa,Amino-Acids,WAGF,LG
BALBS192.faa,Amino-Acids,LG,LG
BALBS193.faa,Amino-Acids,WAGF,WAG
BALBS194.faa,Amino-Acids,WAGF,WAG
BALBS195.faa,Amino-Acids,BLOSUM62F,WAG
BALBS196.faa,Amino-Acids,LG,LG
BALBS197.faa,Amino-Acids,WAGF,LG
BALBS198.faa,Amino-Acids,LG,LG
BALBS199.faa,Amino-Acids,PMBF,WAG
BALBS200.faa,Amino-Acids,WAG,WAG
BALBS201.faa,Amino-Acids,LG,LG
BALBS202.faa,Amino-Acids,LGF,LG
BALBS203.faa,Amino-Acids,LGF,LG
BALBS204.faa,Amino-Acids,LGF,LG
BALBS205.faa,Amino-Acids,BLOSUM62F,LG
BALBS206.faa,Amino-Acids,LGF,LG
BALBS207.faa,Amino-Acids,LG,LG
BALBS208.faa,Amino-Acids,WAG,WAG
BALBS209.faa,Amino-Acids,LGF,WAG
BALBS210.faa,Amino-Acids,LGF,LG
BALBS211.faa,Amino-Acids,WAG,WAG
BALBS212.faa,Amino-Acids,LGF,LG
BALBS213.faa,Amino-Acids,LGF,LG
BALBS214.faa,Amino-Acids,LGF,LG
BALBS215.faa,Amino-Acids,BLOSUM62F,WAG
BALBS216.faa,Amino-Acids,LGF,LG
BALBS217.faa,Amino-Acids,LGF,WAG
BALBS218.faa,Amino-Acids,WAGF,LG
BALBS219.faa,Amino-Acids,LGF,LG
BALBS220.faa,Amino-Acids,WAGF,WAG
BALBS221.faa,Amino-Acids,VTF,LG
BALBS222.faa,Amino-Acids,RTREVF,LG
BALBS223.faa,Amino-Acids,LGF,WAG
BALBS224.faa,Amino-Acids,RTREVF,LG
BALBS225.faa,Amino-Acids,RTREVF,LG
BALBS226.faa,Amino-Acids,VTF,LG
BALBS227.faa,Amino-Acids,LG,LG
BALBS228.faa,Amino-Acids,RTREVF,LG
BALBS229.faa,Amino-Acids,WAGF,WAG
BALBS230.faa,Amino-Acids,LG,LG
BALBS231.faa,Amino-Acids,LG,LG
BALBS232.faa,Amino-Acids,LG,LG
BALBS233.faa,Amino-Acids,LG,LG
BALBS234.faa,Amino-Acids,LG,LG
BALBS235.faa,Amino-Acids,RTREVF,LG
BALBS236.faa,Amino-Acids,LG,LG
BALBS237.faa,Amino-Acids,LG,LG
BALBS238.faa,Amino-Acids,CPREV,LG
BALBS239.faa,Amino-Acids,WAG,WAG
BALBS240.faa,Amino-Acids,LGF,LG
BALBS241.faa,Amino-Acids,LGF,WAG
BALBS242.faa,Amino-Acids,VTF,LG
BALBS243.faa,Amino-Acids,WAG,WAG
BALBS244.faa,Amino-Acids,WAGF,LG
BALBS245.faa,Amino-Acids,LG,LG
BALBS246.faa,Amino-Acids,LGF,LG
BALBS247.faa,Amino-Acids,LG,LG
BALBS248.faa,Amino-Acids,RTREVF,LG
BALBS249.faa,Amino-Acids,RTREVF,LG
BALBS250.faa,Amino-Acids,PMBF,LG
BALBS251.faa,Amino-Acids,RTREVF,LG
BALBS252.faa,Amino-Acids,LG,LG
BALBS253.faa,Amino-Acids,LGF,LG
BALBS254.faa,Amino-Acids,LGF,LG
BALBS255.faa,Amino-Acids,LG,LG
BALBS256.faa,Amino-Acids,LGF,LG
BALBS257.faa,Amino-Acids,LGF,LG
BALBS258.faa,Amino-Acids,LGF,LG
BALBS259.faa,Amino-Acids,VTF,JTT
BALBS260.faa,Amino-Acids,PMBF,LG
BALBS261.faa,Amino-Acids,BLOSUM62F,LG
BALBS262.faa,Amino-Acids,LGF,LG
BALBS263.faa,Amino-Acids,PMBF,WAG
BALBS264.faa,Amino-Acids,LG,LG
BALBS265.faa,Amino-Acids,LGF,LG
BALBS266.faa,Amino-Acids,LGF,LG
BALBS267.faa,Amino-Acids,LGF,LG
BALBS268.faa,Amino-Acids,LGF,LG
BALBS269.faa,Amino-Acids,LG,LG
BALBS270.faa,Amino-Acids,LGF,LG
BALBS271.faa,Amino-Acids,LG,LG
BALBS272.faa,Amino-Acids,LG,LG
BALBS273.faa,Amino-Acids,LG,LG
BALBS274.faa,Amino-Acids,WAGF,WAG
BALBS275.faa,Amino-Acids,LGF,LG
BALBS276.faa,Amino-Acids,LGF,LG
BALBS277.faa,Amino-Acids,LGF,LG
BALBS278.faa,Amino-Acids,LGF,WAG
BALBS279.faa,Amino-Acids,LG,LG
BALBS280.faa,Amino-Acids,LG,LG
BALBS281.faa,Amino-Acids,LGF,JTT
BALBS282.faa,Amino-Acids,LGF,LG
BALBS283.faa,Amino-Acids,LGF,LG
BALBS284.faa,Amino-Acids,VTF,JTT
BALBS285.faa,Amino-Acids,LGF,WAG
BALBS286.faa,Amino-Acids,LGF,LG
BALBS287.faa,Amino-Acids,LGF,LG
BALBS288.faa,Amino-Acids,LGF,LG
BALBS289.faa,Amino-Acids,LGF,LG
BALBS290.faa,Amino-Acids,LG,LG
BALBS291.faa,Amino-Acids,LG,LG
BALBS292.faa,Amino-Acids,LGF,LG
BALBS293.faa,Amino-Acids,BLOSUM62F,LG
BALBS294.faa,Amino-Acids,LGF,LG
BALBS295.faa,Amino-Acids,LGF,LG
BALBS296.faa,Amino-Acids,LGF,JTT
BALBS297.faa,Amino-Acids,LGF,LG
BALBS298.faa,Amino-Acids,WAGF,LG
BALBS299.faa,Amino-Acids,LGF,LG
BALBS300.faa,Amino-Acids,VTF,LG
BALBS301.faa,Amino-Acids,LGF,LG
BALBS302.faa,Amino-Acids,WAGF,WAG
BALBS303.faa,Amino-Acids,JTT,JTT
BALBS304.faa,Amino-Acids,WAGF,LG
BALBS305.faa,Amino-Acids,RTREVF,LG
BALBS306.faa,Amino-Acids,LGF,LG
BALBS307.faa,Amino-Acids,WAG,WAG
BALBS308.faa,Amino-Acids,WAGF,WAG
BALBS309.faa,Amino-Acids,LG,LG
BALBS310.faa,Amino-Acids,BLOSUM62F,LG
BALBS311.faa,Amino-Acids,LGF,LG
BALBS312.faa,Amino-Acids,LG,LG
BALBS313.faa,Amino-Acids,LGF,LG
BALBS314.faa,Amino-Acids,LGF,LG
BALBS315.faa,Amino-Acids,JTTF,JTT
BALBS316.faa,Amino-Acids,LGF,LG
BALBS317.faa,Amino-Acids,LGF,LG
BALBS318.faa,Amino-Acids,VTF,LG
BALBS319.faa,Amino-Acids,LGF,LG
BALBS320.faa,Amino-Acids,WAGF,LG
BALBS321.faa,Amino-Acids,LGF,LG
BALBS322.faa,Amino-Acids,LG,LG
BALBS323.faa,Amino-Acids,LGF,LG
BALBS324.faa,Amino-Acids,WAGF,WAG
BALBS325.faa,Amino-Acids,LGF,LG
BALBS326.faa,Amino-Acids,LGF,LG
BALBS327.faa,Amino-Acids,PMBF,LG
BALBS328.faa,Amino-Acids,LGF,LG
BALBS329.faa,Amino-Acids,LGF,LG
BALBS330.faa,Amino-Acids,LGF,LG
BALBS331.faa,Amino-Acids,LGF,WAG
BALBS332.faa,Amino-Acids,WAG,WAG
BALBS333.faa,Amino-Acids,LGF,WAG
BALBS334.faa,Amino-Acids,LG,LG
BALBS335.faa,Amino-Acids,LGF,LG
BALBS336.faa,Amino-Acids,LG,LG
BALBS337.faa,Amino-Acids,DAYHOFF,WAG
BALBS338.faa,Amino-Acids,BLOSUM62F,LG
BALBS339.faa,Amino-Acids,LGF,LG
BALBS340.faa,Amino-Acids,LG,LG
BALBS341.faa,Amino-Acids,WAGF,LG
BALBS342.faa,Amino-Acids,WAGF,LG
BALBS343.faa,Amino-Acids,JTTF,JTT
BALBS344.faa,Amino-Acids,LGF,LG
BALBS345.faa,Amino-Acids,BLOSUM62F,LG
BALBS346.faa,Amino-Acids,LGF,LG
BALBS347.faa,Amino-Acids,LGF,LG
BALBS348.faa,Amino-Acids,LG,LG
BALBS349.faa,Amino-Acids,LGF,LG
BALBS350.faa,Amino-Acids,LGF,LG
BALBS351.faa,Amino-Acids,LG,LG
BALBS352.faa,Amino-Acids,LGF,LG
BALBS353.faa,Amino-Acids,LGF,JTT
BALBS354.faa,Amino-Acids,VT,LG
BALBS355.faa,Amino-Acids,LGF,LG
BALBS356.faa,Amino-Acids,LGF,LG
BALBS357.faa,Amino-Acids,LG,LG
BALBS358.faa,Amino-Acids,JTTF,JTT
BALBS359.faa,Amino-Acids,LGF,LG
BALBS360.faa,Amino-Acids,LG,LG
BALBS361.faa,Amino-Acids,LG,LG
BALBS362.faa,Amino-Acids,WAGF,WAG
BALBS363.faa,Amino-Acids,LGF,WAG
BALBS364.faa,Amino-Acids,VTF,JTT
BALBS365.faa,Amino-Acids,LGF,LG
BALBS366.faa,Amino-Acids,LGF,LG
BALBS367.faa,Amino-Acids,LGF,LG
BALBS368.faa,Amino-Acids,LGF,LG
BALBS369.faa,Amino-Acids,LG,LG
BALBS370.faa,Amino-Acids,LGF,LG
BALBS371.faa,Amino-Acids,LGF,LG
BALBS372.faa,Amino-Acids,LGF,LG
BALBS373.faa,Amino-Acids,WAG,WAG
BALBS374.faa,Amino-Acids,VTF,WAG
BALBS375.faa,Amino-Acids,JTTF,JTT
BALBS376.faa,Amino-Acids,LGF,LG
BALBS377.faa,Amino-Acids,LGF,LG
BALBS378.faa,Amino-Acids,LG,LG
BALBS379.faa,Amino-Acids,LG,LG
BALBS380.faa,Amino-Acids,WAGF,WAG
BALBS381.faa,Amino-Acids,LG,LG
BALBS382.faa,Amino-Acids,PMBF,WAG
BALBS383.faa,Amino-Acids,LGF,LG
BALBS384.faa,Amino-Acids,LG,LG
BALBS385.faa,Amino-Acids,WAGF,WAG
BALBS386.faa,Amino-Acids,LGF,LG
BALBS387.faa,Amino-Acids,LGF,LG
BALBS388.faa,Amino-Acids,LG,LG
BALBS389.faa,Amino-Acids,LG,LG
BALBS390.faa,Amino-Acids,LGF,LG
BALBS391.faa,Amino-Acids,LGF,LG
BALBS392.faa,Amino-Acids,LGF,LG
BALBS393.faa,Amino-Acids,LGF,LG
BALBS394.faa,Amino-Acids,VT,LG
BALBS395.faa,Amino-Acids,LG,LG
BALBS396.faa,Amino-Acids,LGF,LG
BALBS397.faa,Amino-Acids,RTREVF,LG
BALBS398.faa,Amino-Acids,LG,LG
BALBS399.faa,Amino-Acids,LGF,LG
BALBS400.faa,Amino-Acids,LGF,LG
BALBS401.faa,Amino-Acids,LGF,LG
BALBS402.faa,Amino-Acids,LGF,LG
BALBS403.faa,Amino-Acids,LG,LG
BALBS404.faa,Amino-Acids,LG,LG
BALBS405.faa,Amino-Acids,JTTF,JTT
BALBS406.faa,Amino-Acids,JTTF,JTT
BALBS407.faa,Amino-Acids,JTTF,JTT
BALBS408.faa,Amino-Acids,LG,LG
BALBS409.faa,Amino-Acids,LGF,LG
BALBS410.faa,Amino-Acids,LG,LG
BALBS411.faa,Amino-Acids,RTREVF,LG
BALBS412.faa,Amino-Acids,LGF,LG
BALBS413.faa,Amino-Acids,LGF,LG
BALBS414.faa,Amino-Acids,LGF,LG
BALBS415.faa,Amino-Acids,LG,LG
BALBS416.faa,Amino-Acids,LGF,LG
BALBS417.faa,Amino-Acids,LGF,LG
BALBS418.faa,Amino-Acids,LG,LG
BALBS419.faa,Amino-Acids,LG,LG
BALBS420.faa,Amino-Acids,LGF,LG
BALBS421.faa,Amino-Acids,LGF,LG
BALBS422.faa,Amino-Acids,JTTF,JTT
BALBS423.faa,Amino-Acids,WAG,WAG
BALBS424.faa,Amino-Acids,LG,LG
BALBS425.faa,Amino-Acids,LG,LG
BALBS426.faa,Amino-Acids,VTF,LG
BALBS427.faa,Amino-Acids,LG,LG
BALBS428.faa,Amino-Acids,LGF,LG
BALBS429.faa,Amino-Acids,LG,LG
BALBS430.faa,Amino-Acids,LGF,LG
BALBS431.faa,Amino-Acids,JTTF,JTT
BALBS432.faa,Amino-Acids,LGF,LG
BALBS433.faa,Amino-Acids,LGF,LG
BALBS434.faa,Amino-Acids,LGF,LG
BALBS435.faa,Amino-Acids,LGF,LG
BALBS436.faa,Amino-Acids,DAYHOFF,WAG
BALBS437.faa,Amino-Acids,LG,LG
BALBS438.faa,Amino-Acids,RTREVF,LG
BALBS439.faa,Amino-Acids,LG,LG
BALBS440.faa,Amino-Acids,BLOSUM62F,LG
BALBS441.faa,Amino-Acids,LGF,LG
BALBS442.faa,Amino-Acids,LGF,LG
BALBS443.faa,Amino-Acids,LGF,WAG
BALBS444.faa,Amino-Acids,LGF,LG
BALBS445.faa,Amino-Acids,LG,LG
BALBS446.faa,Amino-Acids,WAG,WAG
BALBS447.faa,Amino-Acids,BLOSUM62F,LG
BALBS448.faa,Amino-Acids,BLOSUM62F,WAG
BALBS449.faa,Amino-Acids,LG,LG
BALBS450.faa,Amino-Acids,LG,LG
BALBS451.faa,Amino-Acids,LGF,LG
BALBS452.faa,Amino-Acids,LGF,LG
BALBS453.faa,Amino-Acids,LG,LG
BALBS454.faa,Amino-Acids,LGF,WAG
BALBS455.faa,Amino-Acids,LGF,LG
BALBS456.faa,Amino-Acids,PMB,LG
BALBS457.faa,Amino-Acids,LGF,LG
BALBS458.faa,Amino-Acids,WAGF,WAG
BALBS459.faa,Amino-Acids,LG,LG
BALBS460.faa,Amino-Acids,BLOSUM62F,WAG
BALBS461.faa,Amino-Acids,LGF,LG
BALBS462.faa,Amino-Acids,BLOSUM62,WAG
BALBS463.faa,Amino-Acids,WAG,WAG
BALBS464.faa,Amino-Acids,LG,LG
BALBS465.faa,Amino-Acids,WAG,WAG
BALBS466.faa,Amino-Acids,WAG,WAG
BALBS467.faa,Amino-Acids,PMB,LG
BALBS468.faa,Amino-Acids,RTREVF,LG
BALBS469.faa,Amino-Acids,LG,LG
BALBS470.faa,Amino-Acids,WAG,WAG
BALBS471.faa,Amino-Acids,BLOSUM62,WAG
BALBS472.faa,Amino-Acids,PMBF,WAG
BALBS473.faa,Amino-Acids,BLOSUM62F,LG
BALBS474.faa,Amino-Acids,LGF,LG
BALBS475.faa,Amino-Acids,LG,LG
BALBS476.faa,Amino-Acids,WAGF,WAG
BALBS477.faa,Amino-Acids,LGF,LG
BALBS478.faa,Amino-Acids,FLUF,WAG
BALBS479.faa,Amino-Acids,LGF,LG
BALBS480.faa,Amino-Acids,LG,LG
BALBS481.faa,Amino-Acids,LGF,LG
BALBS482.faa,Amino-Acids,LGF,LG
BALBS483.faa,Amino-Acids,RTREVF,LG
BALBS484.faa,Amino-Acids,WAG,WAG
BALBS485.faa,Amino-Acids,LG,LG
BALBS486.faa,Amino-Acids,LGF,LG
BALBS487.faa,Amino-Acids,PMBF,WAG
BALBS488.faa,Amino-Acids,LG,LG
BALBS489.faa,Amino-Acids,LG,LG
BALBS490.faa,Amino-Acids,LGF,LG
BALBS491.faa,Amino-Acids,RTREV,LG
BALBS492.faa,Amino-Acids,LGF,LG
BALBS493.faa,Amino-Acids,LGF,LG
BALBS494.faa,Amino-Acids,WAGF,LG
BALBS495.faa,Amino-Acids,FLU,WAG
BALBS496.faa,Amino-Acids,FLUF,WAG
BALBS497.faa,Amino-Acids,WAG,WAG
BALBS498.faa,Amino-Acids,WAG,WAG
BALBS499.faa,Amino-Acids,WAGF,WAG
BALBS500.faa,Amino-Acids,WAGF,WAG
BALBS501.faa,Amino-Acids,LGF,LG
BALBS502.faa,Amino-Acids,LG,LG
BALBS503.faa,Amino-Acids,WAG,WAG
BALBS504.faa,Amino-Acids,LGF,LG
BALBS505.faa,Amino-Acids,RTREV,LG
BALBS506.faa,Amino-Acids,LGF,LG
BALBS507.faa,Amino-Acids,PMB,WAG
BALBS508.faa,Amino-Acids,BLOSUM62F,WAG
BALBS509.faa,Amino-Acids,LG,LG
BALBS510.faa,Amino-Acids,WAG,WAG
BALBS511.faa,Amino-Acids,LG,LG
BALBS512.faa,Amino-Acids,LG,LG
BALBS513.faa,Amino-Acids,LG,LG
BALBS514.faa,Amino-Acids,WAG,WAG
BALBS515.faa,Amino-Acids,CPREVF,LG
BALBS516.faa,Amino-Acids,FLUF,WAG
BALBS517.faa,Amino-Acids,BLOSUM62,LG
BALBS518.faa,Amino-Acids,WAG,WAG
BALBS519.faa,Amino-Acids,LG,LG
BALBS520.faa,Amino-Acids,LG,LG
BALBS521.faa,Amino-Acids,LG,LG
BALBS522.faa,Amino-Acids,LG,LG
BALBS523.faa,Amino-Acids,LG,LG
BALBS524.faa,Amino-Acids,LG,LG
BALBS525.faa,Amino-Acids,LGF,LG
BALBS526.faa,Amino-Acids,LGF,LG
BALBS527.faa,Amino-Acids,LG,LG
BALBS528.faa,Amino-Acids,LG,LG
BALBS529.faa,Amino-Acids,VTF,LG
BALBS530.faa,Amino-Acids,LG,LG
BALBS531.faa,Amino-Acids,LG,LG
BALBS532.faa,Amino-Acids,LG,LG
BALBS533.faa,Amino-Acids,PMB,WAG
BALBS534.faa,Amino-Acids,WAG,WAG
BALBS535.faa,Amino-Acids,WAGF,WAG
BALBS536.faa,Amino-Acids,LG,LG
BALBS537.faa,Amino-Acids,LG,LG
BALBS538.faa,Amino-Acids,LG,LG
BALBS539.faa,Amino-Acids,WAGF,WAG
BALBS540.faa,Amino-Acids,LGF,LG
BALBS541.faa,Amino-Acids,WAG,WAG
BALBS542.faa,Amino-Acids,LG,LG
BALBS543.faa,Amino-Acids,LG,LG
BALBS544.faa,Amino-Acids,LG,LG
BALBS545.faa,Amino-Acids,LGF,LG
BALBS546.faa,Amino-Acids,WAG,WAG
BALBS547.faa,Amino-Acids,LG,LG
BALBS548.faa,Amino-Acids,WAG,WAG
BALBS549.faa,Amino-Acids,LG,LG
BALBS550.faa,Amino-Acids,LG,LG
BALBS551.faa,Amino-Acids,WAG,WAG
BALBS552.faa,Amino-Acids,WAGF,WAG
BALBS553.faa,Amino-Acids,LG,LG
BALBS554.faa,Amino-Acids,LG,LG
BALBS555.faa,Amino-Acids,LG,LG
BALBS556.faa,Amino-Acids,WAG,WAG
BALBS557.faa,Amino-Acids,WAG,WAG
BALBS558.faa,Amino-Acids,LG,LG
BALBS559.faa,Amino-Acids,LG,LG
BALBS560.faa,Amino-Acids,LG,LG
BALBS561.faa,Amino-Acids,LG,LG
BALBS562.faa,Amino-Acids,LGF,LG
BALBS563.faa,Amino-Acids,LG,LG
BALBS564.faa,Amino-Acids,LG,LG
BALBS565.faa,Amino-Acids,LGF,LG
BALBS566.faa,Amino-Acids,LG,LG
BALBS567.faa,Amino-Acids,LG,LG
BALBS568.faa,Amino-Acids,LGF,LG
