Dataset,Method,1-SPFP,1-SPFN,SP-Score,TC,Modeler,Compression,Average Pairwise P-Distance,Maximum Pairwise P-Distance,Number of Sequences,Reference Length,Estimated Length,Maximum Ungapped Length,Sequence Length Heterogeneity,Gappiness Percentage,Average Gap Length,Median Gap Length,1-SPFP(masked),1-SPFN(masked),TC(masked),Compression(masked),Average Terminal Gap length
fer2,DefaultProbCons,0.821762078766,0.845800250731,0.833781164749,0.5,0.821762078766,0.957983193277,0.546840027063,0.862068965517,13.0,119.0,114.0,106.0,0.0393778586237,0.17323852618,2.85106382979,2.0,0.821762078766,0.845800250731,0.5,0.957983193277,1.15384615385
p450,DefaultProbCons,0.732783845044,0.731276989513,0.732030417278,0.330661322645,0.732783845044,1.12890625,0.792211690466,0.87027027027,12.0,512.0,578.0,456.0,0.0726507764118,0.203125,3.94936708861,2.0,0.732783845044,0.731276989513,0.330661322645,1.12890625,8.79166666667
NTP_transferase,DefaultProbCons,0.750167448091,0.766073871409,0.75812065975,0.565789473684,0.750167448091,0.977491961415,0.676688133147,0.811158798283,4.0,311.0,304.0,292.0,0.0890731271552,0.132636655949,4.85294117647,2.0,0.750167448091,0.766073871409,0.565789473684,0.977491961415,12.75
RuBisCO_large,DefaultProbCons,0.930239704978,0.93325111762,0.931745411299,0.697885196375,0.930239704978,0.997076023392,0.495801500542,0.696666666667,7.0,342.0,341.0,329.0,0.029733857928,0.0639097744361,3.12244897959,1.0,0.930239704978,0.93325111762,0.697885196375,0.997076023392,2.5
annexin,DefaultProbCons,0.99767294267,0.99767294267,0.99767294267,0.990566037736,0.99767294267,1.0,0.428456546658,0.536507936508,6.0,323.0,323.0,323.0,0.00968512989969,0.0180598555212,4.375,5.0,0.99767294267,0.99767294267,0.990566037736,1.0,2.91666666667
fbpase,DefaultProbCons,0.974622030238,0.98097826087,0.977800145554,0.947204968944,0.974622030238,0.988732394366,0.321474752932,0.544554455446,4.0,355.0,351.0,333.0,0.0253630584896,0.0943661971831,10.3076923077,11.0,0.974622030238,0.98097826087,0.947204968944,0.988732394366,5.625
DNA_PPF,DefaultProbCons,0.395833333333,0.37012987013,0.382981601732,0.0381679389313,0.395833333333,1.07633587786,0.674867493739,0.917525773196,4.0,131.0,141.0,118.0,0.0405158083642,0.129770992366,3.09090909091,3.0,0.395833333333,0.37012987013,0.0381679389313,1.07633587786,2.75
PH,DefaultProbCons,0.581154684096,0.579261672096,0.580208178096,0.0984455958549,0.581154684096,1.32894736842,0.833790256979,0.957446808511,13.0,228.0,303.0,163.0,0.16198317727,0.463562753036,9.47586206897,6.0,0.581154684096,0.579261672096,0.0984455958549,1.32894736842,19.2307692308
glob-Small,DefaultProbCons,0.939076630176,0.945376137997,0.942226384087,0.82,0.939076630176,0.993975903614,0.745815222789,0.857142857143,6.0,166.0,165.0,158.0,0.0547676201048,0.117469879518,4.03448275862,2.0,0.939076630176,0.945376137997,0.82,0.993975903614,6.66666666667
ghf1,DefaultProbCons,0.934786508791,0.936971767668,0.935879138229,0.741550695825,0.934786508791,1.01067615658,0.616057231521,0.769784172662,8.0,562.0,568.0,490.0,0.115453106187,0.207962633452,7.3046875,3.0,0.934786508791,0.936971767668,0.741550695825,1.01067615658,20.4375
intb,DefaultProbCons,0.564534883721,0.516489361702,0.540512122712,0.157232704403,0.564534883721,1.12345679012,0.702234165326,0.941176470588,6.0,162.0,182.0,151.0,0.0854253714939,0.149176954733,2.63636363636,2.0,0.564534883721,0.516489361702,0.157232704403,1.12345679012,1.83333333333
cat3,DefaultProbCons,0.756841282252,0.743471582181,0.750156432217,0.489711934156,0.756841282252,1.03529411765,0.752409548259,0.905,4.0,255.0,264.0,243.0,0.0592210601504,0.0901960784314,2.96774193548,2.0,0.756841282252,0.743471582181,0.489711934156,1.03529411765,4.0
HATPase_c,DefaultProbCons,0.614617940199,0.637686710073,0.626152325136,0.302325581395,0.614617940199,0.961977186312,0.754982275496,0.865168539326,6.0,263.0,253.0,219.0,0.0712854456643,0.2154626109,4.35897435897,2.0,0.614617940199,0.637686710073,0.302325581395,0.961977186312,6.66666666667
ferritin,DefaultProbCons,1.0,1.0,1.0,1.0,1.0,1.0,0.395941660193,0.482352941176,4.0,173.0,173.0,172.0,0.0530027046402,0.0375722543353,4.33333333333,1.0,1.0,1.0,1.0,1.0,0.75
TNF,DefaultProbCons,0.834888729361,0.836690647482,0.835789688422,0.611464968153,0.834888729361,1.01136363636,0.68045391178,0.785714285714,5.0,176.0,178.0,163.0,0.0519417936567,0.15,3.66666666667,1.0,0.834888729361,0.836690647482,0.611464968153,1.01136363636,1.4
RGS,DefaultProbCons,0.887862796834,0.880890052356,0.884376424595,0.735294117647,0.887862796834,1.01351351351,0.666708669355,0.75,4.0,148.0,150.0,147.0,0.0688234665916,0.0945945945946,3.11111111111,2.0,0.887862796834,0.880890052356,0.735294117647,1.01351351351,3.375
asp,DefaultProbCons,0.915972473741,0.916156818548,0.916064646145,0.681818181818,0.915972473741,1.01842105263,0.625086429257,0.751612903226,13.0,380.0,387.0,357.0,0.0356079203998,0.126113360324,2.73245614035,2.0,0.915972473741,0.916156818548,0.681818181818,1.01842105263,3.42307692308
BIR,DefaultProbCons,0.883018867925,0.878048780488,0.880533824206,0.733333333333,0.883018867925,1.01818181818,0.637616691285,0.704545454545,4.0,165.0,168.0,136.0,0.18687617751,0.328787878788,13.5625,6.0,0.883018867925,0.878048780488,0.733333333333,1.01818181818,21.125
aldosered,DefaultProbCons,0.90278006251,0.912537412704,0.907658737607,0.667692307692,0.90278006251,0.984455958549,0.584260852841,0.787072243346,7.0,386.0,380.0,325.0,0.0495230122431,0.19467061436,5.1067961165,3.0,0.90278006251,0.912537412704,0.667692307692,0.984455958549,5.85714285714
lyase_1,DefaultProbCons,0.772829622217,0.762716049383,0.7677728358,0.526838966203,0.772829622217,1.00978473581,0.691226146996,0.84358974359,5.0,511.0,516.0,459.0,0.0333925400111,0.129941291585,5.82456140351,2.0,0.772829622217,0.762716049383,0.526838966203,1.00978473581,16.0
Fapy_DNA_glyco,DefaultProbCons,0.943346508564,0.943346508564,0.943346508564,0.864661654135,0.943346508564,1.0,0.596884675783,0.64,4.0,279.0,279.0,266.0,0.010983867393,0.0600358422939,3.35,1.5,0.943346508564,0.943346508564,0.864661654135,1.0,1.0
tms,DefaultProbCons,0.965753424658,0.972041363462,0.96889739406,0.887719298246,0.965753424658,0.994397759104,0.540818317462,0.631782945736,5.0,357.0,355.0,316.0,0.0681752457675,0.201680672269,10.0,7.0,0.965753424658,0.972041363462,0.887719298246,0.994397759104,1.3
Ribosomal_L6_D,DefaultProbCons,0.696759259259,0.687214611872,0.691986935566,0.425531914894,0.696759259259,0.990291262136,0.821860771164,0.898550724638,4.0,103.0,102.0,93.0,0.100075557245,0.184466019417,4.0,3.0,0.696759259259,0.687214611872,0.425531914894,0.990291262136,5.0
AAA,DefaultProbCons,0.511022044088,0.499347258486,0.505184651287,0.236842105263,0.511022044088,1.02325581395,0.716374451362,0.838983050847,4.0,430.0,440.0,408.0,0.242441466855,0.26976744186,8.43636363636,2.0,0.511022044088,0.499347258486,0.236842105263,1.02325581395,2.875
RuBisCO_large_NC,DefaultProbCons,0.929438792255,0.933011201406,0.93122499683,0.712473572939,0.929438792255,0.991935483871,0.497711728506,0.699507389163,7.0,496.0,492.0,471.0,0.0376942527434,0.0852534562212,3.7,2.0,0.929438792255,0.933011201406,0.712473572939,0.991935483871,5.85714285714
lipocalin,DefaultProbCons,0.741827109446,0.754501248521,0.748164178984,0.192118226601,0.741827109446,1.09047619048,0.79972752457,0.911764705882,15.0,210.0,229.0,181.0,0.0710226446429,0.232063492063,3.82722513089,2.0,0.741827109446,0.754501248521,0.192118226601,1.09047619048,10.2333333333
bac_luciferase,DefaultProbCons,0.888731396173,0.88684582744,0.887788611806,0.8125,0.888731396173,1.00297619048,0.698817114418,0.837104072398,4.0,336.0,337.0,326.0,0.196194819629,0.177827380952,12.5789473684,2.0,0.888731396173,0.88684582744,0.8125,1.00297619048,2.0
ngf,DefaultProbCons,0.971875,0.971875,0.971875,0.944444444444,0.971875,1.0,0.432814449081,0.471698113208,4.0,116.0,116.0,113.0,0.0242392224855,0.0581896551724,1.5,1.0,0.971875,0.971875,0.944444444444,1.0,0.625
LIM,DefaultProbCons,0.985460420032,0.983870967742,0.984665693887,0.878048780488,0.985460420032,1.01162790698,0.472027358929,0.6,5.0,86.0,87.0,85.0,0.159222538748,0.188372093023,6.75,4.5,0.985460420032,0.983870967742,0.878048780488,1.01162790698,5.9
TyrKc,DefaultProbCons,0.93427741467,0.949446494465,0.941861954567,0.729641693811,0.93427741467,0.993569131833,0.549611150813,0.649606299213,7.0,311.0,309.0,300.0,0.0588403263424,0.111621497474,4.33928571429,2.0,0.93427741467,0.949446494465,0.729641693811,0.993569131833,5.35714285714
gtp,DefaultProbCons,0.854616895874,0.855176933159,0.854896914516,0.494736842105,0.854616895874,1.00952380952,0.665527900799,0.845161290323,8.0,210.0,212.0,190.0,0.0496053922461,0.167857142857,4.47619047619,4.0,0.854616895874,0.855176933159,0.494736842105,1.00952380952,6.0625
toxin_2,DefaultProbCons,0.871050384287,0.886571056063,0.878810720175,0.311111111111,0.871050384287,0.9375,0.587398776631,0.766666666667,21.0,48.0,45.0,40.0,0.0729158793104,0.251984126984,2.91954022989,2.0,0.871050384287,0.886571056063,0.311111111111,0.9375,2.85714285714
serpin,DefaultProbCons,0.951674688145,0.959496930085,0.955585809115,0.801507537688,0.951674688145,0.990407673861,0.657316176233,0.752808988764,8.0,417.0,413.0,385.0,0.019031764791,0.097721822542,3.01851851852,2.0,0.951674688145,0.959496930085,0.801507537688,0.990407673861,2.625
MHC_II_beta_NC,DefaultProbCons,0.915223336372,0.916058394161,0.915640865266,0.847368421053,0.915223336372,1.0,0.542842294496,0.78021978022,4.0,217.0,217.0,213.0,0.0736920519359,0.111751152074,7.46153846154,1.0,0.915223336372,0.916058394161,0.847368421053,1.0,10.75
hom,DefaultProbCons,0.9443378119,0.950418544752,0.947378178326,0.724637681159,0.9443378119,0.959183673469,0.647106699063,0.839285714286,8.0,98.0,94.0,77.0,0.138731026336,0.352040816327,9.51724137931,6.0,0.9443378119,0.950418544752,0.724637681159,0.959183673469,6.3125
cytprime,DefaultProbCons,0.824250681199,0.817567567568,0.820909124383,0.666666666667,0.824250681199,1.01470588235,0.732550430418,0.786885245902,4.0,136.0,138.0,131.0,0.0196078431373,0.0606617647059,1.83333333333,1.5,0.824250681199,0.817567567568,0.666666666667,1.01470588235,0.875
cryst,DefaultProbCons,0.871838111298,0.876518790619,0.874178450959,0.563535911602,0.871838111298,1.0,0.555849520145,0.811320754717,7.0,192.0,192.0,181.0,0.0172490449038,0.0900297619048,1.59210526316,1.0,0.871838111298,0.876518790619,0.563535911602,1.0,1.64285714286
phoslip,DefaultProbCons,0.952460291014,0.954952948382,0.953706619698,0.75,0.952460291014,0.985401459854,0.510823974634,0.699115044248,18.0,137.0,135.0,124.0,0.0134832511611,0.111922141119,2.33898305085,1.0,0.952460291014,0.954952948382,0.75,0.985401459854,1.05555555556
rhv,DefaultProbCons,0.835234235083,0.843985141442,0.839609688263,0.578420467186,0.835234235083,0.990384615385,0.668656174774,0.770226537217,6.0,936.0,927.0,854.0,0.0811862319636,0.165776353276,7.2734375,3.0,0.835234235083,0.843985141442,0.578420467186,0.990384615385,14.9166666667
glnasn,DefaultProbCons,0.990678404972,0.990678404972,0.990678404972,0.975683890578,0.990678404972,1.0,0.482811077208,0.541538461538,4.0,334.0,334.0,331.0,0.0166058278845,0.0224550898204,1.76470588235,1.0,0.990678404972,0.990678404972,0.975683890578,1.0,0.375
Ald_Xan_dh_2,DefaultProbCons,0.877552941176,0.875328576793,0.876440758985,0.700721153846,0.877552941176,1.0,0.681785078547,0.782786885246,6.0,885.0,885.0,804.0,0.0537143829115,0.137288135593,6.02479338843,3.0,0.877552941176,0.875328576793,0.700721153846,1.0,23.3333333333
CPSase_L_chain,DefaultProbCons,0.762439807384,0.768608414239,0.765524110812,0.6,0.762439807384,0.986013986014,0.769613204258,0.868686868687,4.0,143.0,141.0,127.0,0.0924171030388,0.190559440559,3.89285714286,3.0,0.762439807384,0.768608414239,0.6,0.986013986014,3.25
Glyco_hydro_18_D2,DefaultProbCons,0.733502538071,0.741025641026,0.737264089548,0.56,0.733502538071,1.0,0.764631452933,0.826086956522,4.0,91.0,91.0,88.0,0.14980268229,0.192307692308,3.88888888889,2.0,0.733502538071,0.741025641026,0.56,1.0,0.25
EFTU_2,DefaultProbCons,0.714285714286,0.724637681159,0.719461697723,0.4,0.714285714286,0.992,0.603161530548,0.869565217391,4.0,125.0,124.0,118.0,0.113083202854,0.184,7.07692307692,4.0,0.714285714286,0.724637681159,0.4,0.992,6.625
ABC_tran,DefaultProbCons,0.638676064971,0.65267773254,0.645676898755,0.260317460317,0.638676064971,1.04802259887,0.752259883792,0.830769230769,6.0,354.0,371.0,294.0,0.0911777784344,0.278248587571,6.87209302326,3.0,0.638676064971,0.65267773254,0.260317460317,1.04802259887,7.91666666667
alpha-amylase,DefaultProbCons,0.696253912363,0.711547592273,0.703900752318,0.133140376266,0.696253912363,1.33461538462,0.768433957998,0.888888888889,23.0,780.0,1041.0,505.0,0.108398670375,0.484671125975,10.2535377358,5.0,0.696253912363,0.711547592273,0.133140376266,1.33461538462,15.0217391304
toxin,DefaultProbCons,0.914068780706,0.930780425687,0.922424603196,0.558441558442,0.914068780706,1.03846153846,0.569407808577,0.75,20.0,78.0,81.0,74.0,0.0817944685326,0.185897435897,2.58928571429,1.0,0.914068780706,0.930780425687,0.558441558442,1.03846153846,3.325
Peptidase_M24,DefaultProbCons,0.761973875181,0.777777777778,0.76987582648,0.567669172932,0.761973875181,0.99173553719,0.778699499205,0.857142857143,4.0,363.0,360.0,295.0,0.077342944429,0.263774104683,8.70454545455,3.0,0.761973875181,0.777777777778,0.567669172932,0.99173553719,6.5
LDLa,DefaultProbCons,0.938864628821,0.94298245614,0.940923542481,0.813953488372,0.938864628821,1.0,0.543583686876,0.615384615385,4.0,48.0,48.0,46.0,0.0890806145093,0.135416666667,2.16666666667,2.0,0.938864628821,0.94298245614,0.813953488372,1.0,1.875
sugbp,DefaultProbCons,0.820497271073,0.819007263923,0.819752267498,0.647840531561,0.820497271073,1.00607902736,0.762125149573,0.807272727273,4.0,329.0,331.0,309.0,0.0586998358633,0.108662613982,2.97916666667,2.0,0.820497271073,0.819007263923,0.647840531561,1.00607902736,4.625
oat,DefaultProbCons,0.768220338983,0.758894935119,0.763557637051,0.602272727273,0.768220338983,1.02409638554,0.761455715607,0.798507462687,4.0,498.0,510.0,462.0,0.0552458164422,0.133534136546,4.3606557377,2.0,0.768220338983,0.758894935119,0.602272727273,1.02409638554,6.375
WW,DefaultProbCons,0.884422110553,0.888888888889,0.886655499721,0.630434782609,0.884422110553,1.01960784314,0.710407900063,0.810810810811,4.0,51.0,52.0,50.0,0.187774490438,0.220588235294,5.0,5.0,0.884422110553,0.888888888889,0.630434782609,1.01960784314,4.25
LuxS,DefaultProbCons,0.873108265425,0.882352941176,0.877730603301,0.753164556962,0.873108265425,1.0,0.574859638103,0.65306122449,4.0,162.0,162.0,155.0,0.0333890281647,0.0756172839506,1.96,1.0,0.873108265425,0.882352941176,0.753164556962,1.0,0.875
msb,DefaultProbCons,0.876827371695,0.896628498728,0.886727935211,0.572413793103,0.876827371695,0.987341772152,0.733829693113,0.857142857143,8.0,158.0,156.0,144.0,0.0876615953745,0.20253164557,3.71014492754,2.0,0.876827371695,0.896628498728,0.572413793103,0.987341772152,7.3125
ghf7,DefaultProbCons,0.951469278718,0.953166815343,0.952318047031,0.870324189526,0.951469278718,1.0,0.526189692191,0.59585492228,4.0,452.0,452.0,433.0,0.0651146899482,0.116703539823,4.48936170213,3.0,0.951469278718,0.953166815343,0.870324189526,1.0,1.5
proteasome,DefaultProbCons,0.812689594679,0.847182535147,0.829936064913,0.320689655172,0.812689594679,1.08090614887,0.78293039232,0.896551724138,17.0,309.0,334.0,250.0,0.0913473806219,0.277174947649,5.35294117647,2.0,0.812689594679,0.847182535147,0.320689655172,1.08090614887,13.9117647059
plantltp,DefaultProbCons,0.820877817319,0.832731648616,0.826804732968,0.505494505495,0.820877817319,0.96875,0.511895604396,0.763888888889,5.0,96.0,93.0,93.0,0.0807524091027,0.0833333333333,2.0,1.0,0.820877817319,0.832731648616,0.505494505495,0.96875,1.2
reductases,DefaultProbCons,0.652559451834,0.667216154956,0.659887803395,0.318885448916,0.652559451834,0.991620111732,0.77855309792,0.848888888889,7.0,358.0,355.0,308.0,0.114793970563,0.254588986433,5.22950819672,3.0,0.652559451834,0.667216154956,0.318885448916,0.991620111732,14.4285714286
mmp,DefaultProbCons,0.982375157365,0.98402690206,0.983201029712,0.940828402367,0.982375157365,1.0,0.449466071387,0.527950310559,6.0,180.0,180.0,174.0,0.0416093863995,0.0888888888889,3.84,3.0,0.982375157365,0.98402690206,0.940828402367,1.0,2.83333333333
FAD-oxidase_C,DefaultProbCons,0.350515463918,0.283333333333,0.316924398625,0.0524475524476,0.350515463918,1.17983651226,0.892280673019,0.938775510204,4.0,367.0,433.0,324.0,0.126136531792,0.232288828338,5.68333333333,4.0,0.350515463918,0.283333333333,0.0524475524476,1.17983651226,2.75
squash,DefaultProbCons,0.797619047619,0.797619047619,0.797619047619,0.620689655172,0.797619047619,1.0,0.522129477589,0.714285714286,4.0,36.0,36.0,36.0,0.135516142997,0.159722222222,1.64285714286,1.0,0.797619047619,0.797619047619,0.620689655172,1.0,1.25
ppase,DefaultProbCons,0.8203125,0.827586206897,0.823949353448,0.645714285714,0.8203125,0.982638888889,0.610618569508,0.730994152047,4.0,288.0,283.0,282.0,0.313636897005,0.305555555556,9.51351351351,3.0,0.8203125,0.827586206897,0.645714285714,0.982638888889,30.375
biotin_lipoyl,DefaultProbCons,0.89638258737,0.91203992514,0.904211256255,0.705882352941,0.89638258737,0.955357142857,0.71074070732,0.835443037975,7.0,112.0,107.0,106.0,0.124552771375,0.255102040816,7.14285714286,6.0,0.89638258737,0.91203992514,0.705882352941,0.955357142857,10.3571428571
tgfb,DefaultProbCons,0.910422771034,0.917721518987,0.914072145011,0.615384615385,0.910422771034,0.991525423729,0.56180829161,0.8,8.0,118.0,117.0,112.0,0.177294756028,0.172669491525,4.40540540541,1.0,0.910422771034,0.917721518987,0.615384615385,0.991525423729,2.625
ghf22,DefaultProbCons,0.970103721782,0.969867024521,0.969985373151,0.846153846154,0.970103721782,1.00763358779,0.485511040209,0.691056910569,12.0,131.0,132.0,130.0,0.0281447858319,0.0343511450382,1.35,1.0,0.970103721782,0.969867024521,0.846153846154,1.00763358779,0.833333333333
Sulfotransfer,DefaultProbCons,0.705436156764,0.698956158664,0.702196157714,0.317567567568,0.705436156764,1.01837270341,0.738017462322,0.872340425532,5.0,381.0,388.0,342.0,0.149749773347,0.260367454068,7.1884057971,3.0,0.705436156764,0.698956158664,0.317567567568,1.01837270341,14.3
scorptoxin,DefaultProbCons,0.91064079953,0.919833729216,0.915237264373,0.780821917808,0.91064079953,0.986486486486,0.536707070444,0.716666666667,8.0,74.0,73.0,67.0,0.0198719362624,0.125,2.24242424242,2.0,0.91064079953,0.919833729216,0.780821917808,0.986486486486,1.25
protg,DefaultProbCons,0.560471976401,0.553935860058,0.55720391823,0.109375,0.560471976401,1.0,0.507921318448,0.875,4.0,85.0,85.0,78.0,0.167342132591,0.232352941176,6.07692307692,3.0,0.560471976401,0.553935860058,0.109375,1.0,8.25
grs,DefaultProbCons,0.850459886459,0.855391288952,0.852925587705,0.470930232558,0.850459886459,1.01075268817,0.696780727804,0.828715365239,11.0,558.0,564.0,482.0,0.10198374085,0.189638318671,3.95918367347,2.0,0.850459886459,0.855391288952,0.470930232558,1.01075268817,11.1818181818
ltn,DefaultProbCons,0.950633168551,0.954057360337,0.952345264444,0.766798418972,0.950633168552,1.01067615658,0.500762969329,0.671361502347,12.0,281.0,284.0,253.0,0.0337175469978,0.165776986951,3.90909090909,3.0,0.950633168551,0.954057360337,0.766798418972,1.01067615658,10.0416666667
cyt3,DefaultProbCons,0.835271317829,0.848982271832,0.842126794831,0.542372881356,0.835271317829,1.01538461538,0.596915099147,0.747572815534,6.0,130.0,132.0,118.0,0.0395347660636,0.153846153846,3.75,2.0,0.835271317829,0.848982271832,0.542372881356,1.01538461538,0.916666666667
HGTP_anticodon,DefaultProbCons,0.862731640357,0.867494824017,0.865113232187,0.608695652174,0.862731640357,1.0,0.779268400873,0.864583333333,6.0,127.0,127.0,115.0,0.0811424571319,0.177165354331,4.21875,3.0,0.862731640357,0.867494824017,0.608695652174,1.0,4.08333333333
seatoxin,DefaultProbCons,0.804545454545,0.819444444444,0.811994949495,0.510204081633,0.804545454545,0.944444444444,0.574178324287,0.783783783784,5.0,54.0,51.0,49.0,0.0531147865999,0.12962962963,1.94444444444,2.0,0.804545454545,0.819444444444,0.510204081633,0.944444444444,0.9
response_reg,DefaultProbCons,0.849695628113,0.864916629112,0.857306128613,0.442857142857,0.849695628113,1.00641025641,0.746977090813,0.880341880342,13.0,156.0,157.0,142.0,0.0674771058994,0.21449704142,3.56557377049,2.0,0.849695628113,0.864916629112,0.442857142857,1.00641025641,4.88461538462
tim,DefaultProbCons,0.978963524738,0.9809118871,0.979937705919,0.911196911197,0.978963524738,1.0,0.525398788857,0.612244897959,10.0,260.0,260.0,255.0,0.0127607629715,0.0403846153846,2.05882352941,2.0,0.978963524738,0.9809118871,0.911196911197,1.0,2.75
igV,DefaultProbCons,0.670428240741,0.676693925234,0.673561082987,0.270676691729,0.670428240741,1.02919708029,0.81766256597,0.936170212766,9.0,137.0,141.0,118.0,0.0733912303977,0.206812652068,2.60204081633,2.0,0.670428240741,0.676693925234,0.270676691729,1.02919708029,1.72222222222
hip,DefaultProbCons,0.815868263473,0.823262839879,0.819565551676,0.547619047619,0.815868263473,1.0,0.666263277859,0.80701754386,5.0,88.0,88.0,85.0,0.131144837713,0.156818181818,2.76,2.0,0.815868263473,0.823262839879,0.547619047619,1.0,1.5
